Bulk Modulus (metal),Error Bulk Modulus,Volume,Error Volume
1564024.050819843,4204.259197296311,126303.59999999992,0.0
1558139.6014187257,4152.302725428367,126684.60500000013,0.0
1536670.9383648227,587.2015077487515,127066.375,0.0
1522809.7499722075,1521.7777945403452,127448.91500000004,0.0
1511388.16209155,7282.997553678289,127832.22000000015,0.0
1483429.5691705092,3981.3298431547096,128408.90500000003,0.0
1457319.6453776108,3572.886738469278,128986.74500000008,0.0
1443694.5642652647,678.1739582000445,129373.125,0.0
1413979.082868225,2098.255673695801,129760.27499999976,0.0
