Crystalline Al atoms - written for EnCodeVentor tutorial

500 atoms
2 atom types
0.0 20.23 xlo xhi
0.0 20.23 ylo yhi
0.0 20.23 zlo zhi

Atoms

1 2 0.0 0.0 0.0
2 1 2.023 2.023 0.0
3 1 2.023 0.0 2.023
4 1 0.0 2.023 2.023
5 1 0.0 0.0 4.046
6 2 2.023 2.023 4.046
7 1 2.023 0.0 6.069000000000001
8 2 0.0 2.023 6.069000000000001
9 2 0.0 0.0 8.092
10 1 2.023 2.023 8.092
11 1 2.023 0.0 10.115
12 2 0.0 2.023 10.115
13 1 0.0 0.0 12.138000000000002
14 1 2.023 2.023 12.138000000000002
15 1 2.023 0.0 14.161000000000001
16 1 0.0 2.023 14.161000000000001
17 1 0.0 0.0 16.184
18 1 2.023 2.023 16.184
19 1 2.023 0.0 18.207
20 1 0.0 2.023 18.207
21 1 0.0 4.046 0.0
22 1 2.023 6.069000000000001 0.0
23 1 2.023 4.046 2.023
24 1 0.0 6.069000000000001 2.023
25 1 0.0 4.046 4.046
26 2 2.023 6.069000000000001 4.046
27 1 2.023 4.046 6.069000000000001
28 1 0.0 6.069000000000001 6.069000000000001
29 1 0.0 4.046 8.092
30 1 2.023 6.069000000000001 8.092
31 1 2.023 4.046 10.115
32 2 0.0 6.069000000000001 10.115
33 2 0.0 4.046 12.138000000000002
34 1 2.023 6.069000000000001 12.138000000000002
35 1 2.023 4.046 14.161000000000001
36 1 0.0 6.069000000000001 14.161000000000001
37 1 0.0 4.046 16.184
38 2 2.023 6.069000000000001 16.184
39 1 2.023 4.046 18.207
40 1 0.0 6.069000000000001 18.207
41 1 0.0 8.092 0.0
42 1 2.023 10.115 0.0
43 1 2.023 8.092 2.023
44 1 0.0 10.115 2.023
45 1 0.0 8.092 4.046
46 1 2.023 10.115 4.046
47 1 2.023 8.092 6.069000000000001
48 1 0.0 10.115 6.069000000000001
49 1 0.0 8.092 8.092
50 1 2.023 10.115 8.092
51 2 2.023 8.092 10.115
52 1 0.0 10.115 10.115
53 2 0.0 8.092 12.138000000000002
54 1 2.023 10.115 12.138000000000002
55 1 2.023 8.092 14.161000000000001
56 1 0.0 10.115 14.161000000000001
57 2 0.0 8.092 16.184
58 1 2.023 10.115 16.184
59 2 2.023 8.092 18.207
60 1 0.0 10.115 18.207
61 2 0.0 12.138000000000002 0.0
62 2 2.023 14.161000000000001 0.0
63 1 2.023 12.138000000000002 2.023
64 1 0.0 14.161000000000001 2.023
65 1 0.0 12.138000000000002 4.046
66 1 2.023 14.161000000000001 4.046
67 2 2.023 12.138000000000002 6.069000000000001
68 1 0.0 14.161000000000001 6.069000000000001
69 2 0.0 12.138000000000002 8.092
70 1 2.023 14.161000000000001 8.092
71 2 2.023 12.138000000000002 10.115
72 1 0.0 14.161000000000001 10.115
73 1 0.0 12.138000000000002 12.138000000000002
74 2 2.023 14.161000000000001 12.138000000000002
75 1 2.023 12.138000000000002 14.161000000000001
76 2 0.0 14.161000000000001 14.161000000000001
77 1 0.0 12.138000000000002 16.184
78 1 2.023 14.161000000000001 16.184
79 1 2.023 12.138000000000002 18.207
80 1 0.0 14.161000000000001 18.207
81 1 0.0 16.184 0.0
82 1 2.023 18.207 0.0
83 2 2.023 16.184 2.023
84 2 0.0 18.207 2.023
85 1 0.0 16.184 4.046
86 1 2.023 18.207 4.046
87 1 2.023 16.184 6.069000000000001
88 1 0.0 18.207 6.069000000000001
89 1 0.0 16.184 8.092
90 1 2.023 18.207 8.092
91 1 2.023 16.184 10.115
92 2 0.0 18.207 10.115
93 2 0.0 16.184 12.138000000000002
94 1 2.023 18.207 12.138000000000002
95 1 2.023 16.184 14.161000000000001
96 1 0.0 18.207 14.161000000000001
97 2 0.0 16.184 16.184
98 1 2.023 18.207 16.184
99 1 2.023 16.184 18.207
100 2 0.0 18.207 18.207
101 1 4.046 0.0 0.0
102 2 6.069000000000001 2.023 0.0
103 1 6.069000000000001 0.0 2.023
104 1 4.046 2.023 2.023
105 2 4.046 0.0 4.046
106 1 6.069000000000001 2.023 4.046
107 1 6.069000000000001 0.0 6.069000000000001
108 1 4.046 2.023 6.069000000000001
109 1 4.046 0.0 8.092
110 1 6.069000000000001 2.023 8.092
111 1 6.069000000000001 0.0 10.115
112 1 4.046 2.023 10.115
113 1 4.046 0.0 12.138000000000002
114 1 6.069000000000001 2.023 12.138000000000002
115 2 6.069000000000001 0.0 14.161000000000001
116 1 4.046 2.023 14.161000000000001
117 1 4.046 0.0 16.184
118 2 6.069000000000001 2.023 16.184
119 2 6.069000000000001 0.0 18.207
120 1 4.046 2.023 18.207
121 1 4.046 4.046 0.0
122 1 6.069000000000001 6.069000000000001 0.0
