Step TotEng v_varAveEnergy v_energySTD Temp v_varAveTemp v_tempSTD Volume v_varAveVolume v_volumeSTD Press v_varAvePress v_pressSTD c_MSD[4] 
  960000   -7583.9785   -7582.0578     1.442236     299.7934    302.58804    4.1475019    24270.309    24270.309  0.002264067    -1489.366   -1287.9813    182.43329  0.037157907 
  965000   -7581.6874   -7582.0841     1.333354    298.00893    300.53569    5.3122967    24270.309    24270.309  0.002264067   -1045.4797   -1214.6619    121.37277  0.038032882 
  970000   -7584.8487   -7584.8476     1.634106    299.92029    299.54194    5.2717569    24270.309    24270.309  0.002264067   -1716.0312   -1644.7367    200.83167  0.036905364 
  975000   -7582.3029   -7583.6179    1.3870224    302.28551    298.08649    5.8905161    24270.309    24270.309  0.002264067   -1306.9516   -1438.4757    83.011871  0.036880419 
  980000   -7582.2715   -7581.2675    1.2854316    298.04666    297.24118    4.7557933    24270.309    24270.309  0.002264067   -1152.8688   -865.62623    118.17708  0.036716223 
  985000   -7581.1746   -7580.7666    1.1969314    302.57614    301.67247    4.6072626    24270.309    24270.309  0.002264067   -1008.3945   -936.87161    66.643059  0.036450419 
  990000   -7582.0481   -7583.2114    1.0531592    302.48333    300.01319    4.4812101    24270.309    24270.309  0.002264067   -1320.3285   -1436.1022    66.918119  0.035806722 
  995000   -7580.8369   -7583.0291    1.5912085    304.51395     301.8661    4.9727615    24270.309    24270.309  0.002264067   -1095.9187   -1480.2651    209.79375  0.035952076 
 1000000   -7584.9825   -7583.7396    1.4251308    293.58898    299.88972    4.9937567    24270.309    24270.309  0.002264067   -1533.4402   -1552.1617    110.81809  0.037551912 
 1005000   -7584.0439   -7584.0814    1.3943174    301.86191    300.66405    3.6862194    24270.309    24270.309  0.002264067   -1602.0067   -1592.0305    140.76838  0.035922461 
 1010000   -7584.0016   -7582.5806    1.5192318    288.49775    296.93751    7.1391192    24270.309    24270.309  0.002264067   -1069.3622   -1204.9697    124.59043  0.037040204 
 1015000   -7582.2738   -7583.0887    1.2608716    303.75297    301.37682    4.8414415    24270.309    24270.309  0.002264067   -1397.5458   -1449.7912    97.905382  0.036920214 
 1020000   -7581.8688   -7582.7447     1.701118    298.99131    299.41832    5.8058965    24270.309    24270.309  0.002264067   -1034.3981   -1253.7696    298.65005  0.038834719 
 1025000    -7581.922   -7581.4149      1.45631    299.03389    298.06433    4.5066853    24270.309    24270.309  0.002264067   -1165.5917   -995.39655    154.76024  0.038673635 
 1030000   -7579.8386   -7581.4873     1.245692    303.83269    300.16354    4.4982039    24270.309    24270.309  0.002264067   -854.42263    -1017.214      82.6591  0.038544552 
 1035000   -7582.1156   -7581.5477     1.361058    303.66455    301.16161    4.8640017    24270.309    24270.309  0.002264067   -1263.9862   -1076.7898    188.61394  0.038269479 
 1040000   -7582.9235    -7582.922     1.486762    301.03284    300.14757    4.2981574    24270.309    24270.309  0.002264067   -1409.7992   -1221.6619    209.67861  0.038310507 
 1045000   -7584.7787   -7580.7758    1.2350051    286.85781    301.59067    4.2241891    24270.309    24270.309  0.002264067   -1279.5499   -1009.6356    113.18839  0.040109279 
 1050000   -7578.9626   -7579.3824    2.1234131    297.47329    301.80692     4.450009    24270.309    24270.309  0.002264067   -369.14881   -694.37861    348.98825  0.039384067 
 1055000   -7580.6166    -7580.013    1.5022667     300.7156    299.89341    4.4791525    24270.309    24270.309  0.002264067   -923.18157   -778.87406    187.57185  0.039109283 
 1060000   -7584.0735   -7581.8512    1.5489623    295.45054    299.34865    5.6032235    24270.309    24270.309  0.002264067   -1384.7055    -1101.573    238.41258  0.037669086 
 1065000   -7580.3689   -7582.3424    1.7299506    303.95667    299.02465    7.2751994    24270.309    24270.309  0.002264067   -1051.8687   -1252.0914    166.62426  0.037849468 
 1070000   -7583.2674   -7582.0013    1.3984749    299.10265    300.45018    5.3945047    24270.309    24270.309  0.002264067   -1393.3899   -1172.7277    168.29434  0.036412976 
 1075000   -7583.8059   -7584.6097    1.3410895    302.97649    302.36689    3.8367458    24270.309    24270.309  0.002264067   -1641.4465   -1874.6274    243.76133   0.03705455 
 1080000   -7585.5248   -7581.7257    1.8314051    287.88842    301.66038    6.0469578    24270.309    24270.309  0.002264067   -1437.6834   -1168.0735    208.42809  0.038066668 
 1085000      -7584.3   -7581.7637     1.550206    292.71838    301.05581    5.3938882    24270.309    24270.309  0.002264067   -1347.5961   -1184.8631    161.70633  0.039041896 
 1090000   -7584.5603   -7583.0325    1.3722686    298.53855    300.71436    6.1015541    24270.309    24270.309  0.002264067   -1700.8133   -1416.7341    132.63015   0.03734565 
 1095000   -7582.7881   -7582.9187    1.3085747    301.19742    301.55247    4.9840799    24270.309    24270.309  0.002264067   -1327.6929   -1413.5073    141.38633  0.036913006 
 1100000   -7582.6861   -7583.2866    1.1199636    300.03084    299.73536    4.4013062    24270.309    24270.309  0.002264067   -1213.7299   -1351.0044    72.444772  0.037742042 
 1105000   -7581.9546   -7583.2789    1.3388415    304.66622    301.18822    5.2403028    24270.309    24270.309  0.002264067   -1345.6484   -1465.3245    121.54168  0.036567182 
 1110000   -7580.1183   -7581.1913    1.1501924    307.99483    299.69502    4.5613231    24270.309    24270.309  0.002264067   -1128.8456   -1004.2208     140.8235  0.038503621 
 1115000   -7586.3868   -7583.0655    1.2453942    288.11703    297.79359    4.2112743    24270.309    24270.309  0.002264067   -1651.5882   -1338.4808    148.10076  0.037521838 
 1120000   -7580.6391   -7583.4716    1.6343664    305.29603    297.64508    5.4565242    24270.309    24270.309  0.002264067   -995.19436   -1329.8953    186.56709  0.039045754 
 1125000    -7583.386   -7582.5077    1.6572988    297.41074     298.9975    4.6070897    24270.309    24270.309  0.002264067   -1257.7388   -1169.4973    197.14532  0.040237796 
 1130000   -7584.0403   -7581.5231    1.8309026    292.17261    299.29133    5.9271949    24270.309    24270.309  0.002264067   -1294.7744     -1020.93     180.2172  0.038618512 
 1135000   -7582.9971   -7581.6437    1.6503751    296.53453    300.90216    5.4019081    24270.309    24270.309  0.002264067   -1152.6553   -1044.0413    176.39612  0.037339287 
 1140000   -7578.2242   -7582.0608    1.7315823    305.75982    299.57072    5.6238344    24270.309    24270.309  0.002264067   -420.05214   -1062.9769     377.4675  0.038941313 
 1145000   -7586.7464    -7583.236    1.5163945    290.01589    299.06012    4.2565791    24270.309    24270.309  0.002264067   -1871.5579   -1531.7441     185.1746  0.038173547 
 1150000   -7585.8128   -7583.1967    1.6309538    289.60414    298.98328    6.0504281    24270.309    24270.309  0.002264067    -1385.393   -1356.3177    141.21728  0.037893272 
 1155000   -7582.6125   -7582.7727    1.4639926    296.33872    297.55555    4.9562246    24270.309    24270.309  0.002264067   -1145.9733   -1174.3466    230.85729  0.037723314 
 1160000   -7580.9121   -7580.8225    1.6168913    303.33671     304.4307    4.8011665    24270.309    24270.309  0.002264067   -1045.4414   -1118.8164    167.37564  0.039319878 
 1165000   -7582.9952   -7582.1659    1.2230798    296.19567    302.20735    4.4341969    24270.309    24270.309  0.002264067   -1177.6415   -1317.6426    121.60692  0.038949659 
 1170000   -7583.9634   -7582.5959    1.8545201    299.96891    298.75208    4.6000677    24270.309    24270.309  0.002264067   -1507.4664   -1154.2737    225.45835  0.038983936 
 1175000   -7585.4695   -7582.9785    1.6239738    293.97309    299.24789      6.18847    24270.309    24270.309  0.002264067   -1637.1422   -1417.0207    186.99676  0.038483536 
 1180000   -7582.8212   -7581.3686     2.094445    299.54603    300.56734    5.5306083    24270.309    24270.309  0.002264067   -1400.4713   -1091.6038    267.24812  0.038202404 
 1185000   -7582.9423   -7580.8229   0.97913439    301.10922    301.68133    4.6610802    24270.309    24270.309  0.002264067   -1417.2719   -998.96472    183.77885  0.038546881 
 1190000   -7586.0852   -7582.3841    2.2736592    294.95214    299.27846    5.3460732    24270.309    24270.309  0.002264067   -1827.1112      -1209.5    330.48747  0.036898645 
 1195000   -7581.9627   -7581.5141    1.4963934    297.73185    304.34359    4.3438475    24270.309    24270.309  0.002264067    -1078.316   -1229.4446    245.05437  0.038977636 
 1200000   -7579.8728   -7580.7265    1.1338621     301.1184    302.93382    4.2588101    24270.309    24270.309  0.002264067   -680.98883   -992.42332    122.71976  0.038777749 
 1205000   -7584.4818   -7582.5626    1.2543385    292.23066    300.35499    4.1009566    24270.309    24270.309  0.002264067   -1450.9455   -1332.4301    144.95524  0.040562608 
 1210000   -7583.7041   -7581.1991    1.7045109     295.8535    299.88576    4.1950687    24270.309    24270.309  0.002264067   -1376.9151   -1034.9876    250.27275  0.039124217 
 1215000   -7582.2164   -7582.6552    1.3462429     298.0479    298.40034    4.7032292    24270.309    24270.309  0.002264067   -1174.8415    -1268.536     201.1617  0.038841537 
 1220000   -7581.3167    -7579.262    1.7876195    299.96082     302.3196    5.5422304    24270.309    24270.309  0.002264067   -989.86194   -641.73303    245.51564   0.04062291 
 1225000   -7580.0825   -7582.2313    1.9479214    301.95191    300.32845    5.1703544    24270.309    24270.309  0.002264067    -890.5781   -1301.6188    302.48865  0.038306808 
 1230000   -7583.8015   -7583.0048    1.3368488    295.63773     298.8258    5.5611084    24270.309    24270.309  0.002264067   -1378.0365   -1322.6945    108.33292  0.036628612 
 1235000   -7581.4886   -7581.5565    1.4616736    303.68914    301.34058    4.9797423    24270.309    24270.309  0.002264067   -1267.6152   -1165.8767    173.17063  0.038040114 
 1240000   -7581.0258   -7583.0806    1.8453942    300.57488     298.0983    6.2445539    24270.309    24270.309  0.002264067   -897.36857   -1207.8925    134.79446  0.038387409 
 1245000   -7582.8157    -7582.468     1.556817    301.49528    299.62078    5.1306416    24270.309    24270.309  0.002264067   -1475.1772   -1304.6059    238.79194  0.037881878 
 1250000   -7583.0487   -7582.1463    1.4676016    298.10005     298.2187    4.9510948    24270.309    24270.309  0.002264067   -1400.1188   -1206.5382    171.83374  0.038333534 
 1255000   -7584.9134   -7583.9608    1.6190194    293.17152    298.80554    4.2381375    24270.309    24270.309  0.002264067   -1451.2602   -1488.0108    223.63883  0.037231218 
 1260000   -7582.1372   -7582.0478    1.2642211    307.19031    303.02377    4.0493168    24270.309    24270.309  0.002264067   -1484.5681   -1300.2617    160.51572   0.03572388 
 1265000    -7583.728   -7581.8267    1.3634222    296.58218    300.64644    4.0271422    24270.309    24270.309  0.002264067   -1329.7986   -1116.3242    125.07074  0.036784022 
 1270000   -7581.8364   -7581.1817    1.2552806    299.31923    299.47103    4.0841613    24270.309    24270.309  0.002264067   -1025.0869   -934.11326    159.79082  0.037716432 
 1275000    -7583.241   -7583.5418    1.3576527    303.46214    298.71865    5.1518639    24270.309    24270.309  0.002264067   -1497.2872   -1348.5859    144.69687  0.038148004 
 1280000   -7578.9921   -7578.4465    1.5076893    305.00165    301.35606    5.9318539    24270.309    24270.309  0.002264067   -808.65591   -496.17402    233.41118  0.040096274 
 1285000   -7581.2304   -7584.0428    1.9301243     303.7462    300.27519    6.2701577    24270.309    24270.309  0.002264067    -1169.504   -1628.9791    220.15143  0.036537211 
 1290000   -7588.1497   -7584.7064    1.6210286     286.9168    299.41452    5.2547059    24270.309    24270.309  0.002264067   -1823.0503    -1678.193    161.30582  0.036749025 
 1295000   -7585.3884   -7582.8299    1.3440661    291.00372    301.25347    7.0051132    24270.309    24270.309  0.002264067   -1469.1604   -1310.2163    136.38987  0.038073637 
 1300000   -7580.9082   -7579.5691    1.2909284    301.35567    302.69775    4.7405513    24270.309    24270.309  0.002264067   -1042.2624   -753.46994    129.42904   0.03771953 
 1305000   -7584.6454   -7584.0702    1.3827444     292.4744    298.47687    6.0814539    24270.309    24270.309  0.002264067   -1220.3698   -1513.6771     200.4624   0.03783966 
 1310000   -7583.5066   -7584.2557    1.5746748    307.20136    299.40082    5.4228927    24270.309    24270.309  0.002264067   -1744.8733   -1551.1745    226.44647  0.037164678 
 1315000   -7583.5504   -7583.0359    1.3939814    299.71982    299.74047    4.6004533    24270.309    24270.309  0.002264067   -1360.9127   -1312.8663    180.13126  0.037690419 
